idventa,idcliente,idusuario,tipo_comprobante,serie_comprobante,num_comprobante,fecha,impuesto,total,estado
748,442,38,Invoice,F,F534979,2022-01-08,12.98,9064.16,Processed
749,238,43,Receipt,R,R758576,2021-04-05,11.78,5612.89,Cancelled
750,317,48,Invoice,X,X611202,2022-01-12,1.9,5398.65,Cancelled
751,407,32,Invoice,V,V545347,2020-10-16,1.44,4500.54,Pending
752,550,6,Receipt,Y,Y895516,2021-08-07,0.96,3811.33,Cancelled
753,198,8,Invoice,Z,Z200625,2020-07-20,1.23,6356.33,Processed
754,373,21,Invoice,U,U376478,2020-04-06,11.49,6411.66,Cancelled
755,485,17,Invoice,X,X138684,2022-06-17,4.75,2391.44,Cancelled
756,370,7,Invoice,X,X674425,2023-09-11,8.94,9102.37,Cancelled
757,441,18,Invoice,U,U202166,2022-01-08,8.06,3788.2,Cancelled
758,530,47,Invoice,H,H431473,2021-08-05,8.1,9195.76,Processed
759,435,29,Invoice,W,W663401,2021-01-07,0.37,3989.01,Processed
760,567,11,Invoice,Z,Z135528,2022-08-01,5.98,8012.32,Pending
761,337,48,Invoice,K,K351265,2023-10-07,5.25,2107.39,Pending
762,114,23,Invoice,G,G055959,2023-11-30,10.29,864.75,Pending
763,428,45,Receipt,U,U790511,2022-08-07,1.81,1847.21,Cancelled
764,270,38,Receipt,C,C533657,2022-12-25,13.74,4870.24,Pending
765,583,41,Receipt,F,F667784,2023-11-12,1.73,6591.55,Cancelled
766,545,16,Invoice,F,F987330,2021-12-01,13.47,7659.05,Processed
767,245,21,Receipt,S,S214354,2022-08-21,5.48,3736.81,Processed
768,276,46,Invoice,Q,Q589291,2020-10-13,11.69,5281.92,Processed
769,169,26,Receipt,J,J640118,2023-02-02,2.96,6939.84,Processed
770,276,3,Invoice,S,S942433,2021-10-18,9.98,2506.38,Cancelled
771,471,23,Invoice,D,D179474,2021-08-24,6.58,1717.92,Processed
772,309,38,Receipt,O,O792871,2022-12-29,6.86,6170.51,Cancelled
773,506,27,Invoice,V,V646500,2021-09-23,12.43,4064.37,Pending
774,444,45,Invoice,B,B860652,2021-11-19,9.37,7131.82,Cancelled
775,467,16,Invoice,Q,Q832999,2021-01-27,7.46,6519.19,Processed
776,396,40,Receipt,E,E266582,2021-02-28,10.36,7399.01,Processed
777,599,49,Invoice,Z,Z835800,2020-07-06,6.87,7214.29,Cancelled
778,377,26,Receipt,V,V168074,2021-07-14,14.85,5517.89,Processed
779,340,40,Invoice,N,N660357,2021-12-11,1.86,8699.77,Pending
780,120,31,Invoice,V,V927032,2021-01-29,9.26,4288.33,Cancelled
781,448,8,Receipt,X,X161449,2021-08-05,11.64,3854.93,Cancelled
782,564,16,Receipt,W,W132273,2020-05-13,13.34,9640.81,Pending
783,178,8,Invoice,Y,Y289274,2022-02-15,11.4,5471.52,Processed
784,551,45,Receipt,Z,Z510092,2023-01-24,12.67,1725.4,Pending
785,437,28,Invoice,U,U700658,2022-05-17,10.78,6342.24,Cancelled
786,520,8,Receipt,Y,Y815144,2021-05-24,3.47,4315.69,Cancelled
787,563,13,Invoice,O,O293921,2022-07-18,11.68,9066.01,Pending
788,433,20,Invoice,Y,Y096451,2020-09-25,13.97,8809.32,Processed
789,465,43,Invoice,N,N212179,2022-07-12,12.24,1612.41,Pending
790,361,45,Receipt,I,I467482,2022-10-20,1.59,996.13,Pending
791,290,42,Invoice,W,W281588,2022-06-12,6.36,4296.28,Cancelled
792,293,30,Invoice,G,G605084,2023-11-16,2.43,6834.74,Pending
793,240,38,Invoice,K,K177212,2021-02-09,6.5,4260.69,Pending
794,208,2,Receipt,W,W294689,2022-04-07,11.45,8036.06,Cancelled
795,402,7,Receipt,P,P019849,2021-06-28,2.75,6779.45,Processed
796,181,14,Receipt,Z,Z589801,2022-06-30,6.98,4214.69,Processed
797,151,10,Invoice,M,M696921,2020-10-11,1.34,2513.37,Pending
798,207,24,Receipt,M,M491209,2020-02-20,0.63,7207.94,Processed
799,151,18,Receipt,W,W934533,2022-01-01,1.62,7014.76,Processed
800,401,36,Invoice,M,M116031,2022-12-16,3.19,1157.29,Cancelled
801,146,10,Receipt,S,S022356,2020-06-04,14.36,951.87,Processed
802,226,22,Receipt,R,R225421,2021-07-17,9.74,4769.48,Processed
803,568,46,Receipt,R,R600366,2020-08-05,6.23,4501.69,Processed
804,566,27,Invoice,T,T273905,2021-05-06,4.44,9640.79,Cancelled
805,160,15,Invoice,F,F644662,2023-09-16,14.65,574.74,Processed
806,131,14,Receipt,P,P911331,2022-08-29,11.67,4215.41,Pending
807,265,6,Receipt,J,J726917,2022-12-31,2.99,2124.75,Processed
808,319,22,Receipt,J,J670666,2023-01-16,13.58,4826.31,Processed
809,541,37,Invoice,V,V137575,2021-07-04,11.12,1350.01,Cancelled
810,547,21,Receipt,P,P607479,2020-03-19,0.69,6583.15,Cancelled
811,338,36,Receipt,Y,Y304101,2022-01-14,1.73,5097.1,Cancelled
812,500,1,Receipt,P,P746317,2020-10-13,0.79,5128.5,Pending
813,269,42,Receipt,J,J659673,2020-03-24,9.98,1766.96,Cancelled
814,198,16,Receipt,E,E507777,2020-08-04,12.37,2287.85,Processed
815,380,18,Receipt,D,D032560,2023-05-24,14.64,3750.16,Pending
816,464,40,Receipt,V,V470170,2022-02-16,0.18,2614.25,Processed
817,376,21,Invoice,X,X585141,2021-06-10,5.61,2224.87,Pending
818,296,5,Receipt,E,E143388,2022-03-05,0.09,6206.37,Pending
819,217,30,Receipt,C,C879657,2022-07-21,0.55,9792.11,Processed
820,507,9,Receipt,I,I274826,2020-02-18,10.63,695.98,Pending
821,126,42,Receipt,Y,Y406183,2022-05-07,6.27,9280.84,Processed
822,208,14,Invoice,H,H412304,2020-09-19,7.91,6592.08,Pending
823,560,40,Receipt,E,E268113,2020-05-10,3.39,5138.75,Cancelled
824,559,49,Invoice,B,B093062,2021-07-25,3.06,1565.83,Pending
825,254,32,Receipt,M,M817028,2020-10-30,13.56,2197.95,Pending
826,326,28,Receipt,R,R885331,2023-08-16,9.94,6893.16,Pending
827,327,5,Receipt,E,E409153,2023-02-07,2.04,6242.36,Pending
828,235,1,Invoice,L,L718186,2023-09-24,13.6,3214.62,Processed
829,573,48,Receipt,X,X580516,2021-01-26,3.22,4258.87,Processed
830,564,15,Receipt,L,L997513,2023-01-14,7.66,3317.54,Pending
831,523,25,Receipt,Q,Q071272,2021-01-17,7.97,2827.3,Pending
832,243,43,Receipt,Y,Y155345,2021-11-14,1.11,9492.16,Cancelled
833,158,12,Invoice,I,I991692,2022-06-28,12.87,5031.72,Pending
834,206,10,Invoice,I,I926707,2022-12-13,12.15,8288.85,Processed
835,549,13,Invoice,U,U410913,2020-02-22,14.86,554.52,Pending
836,465,28,Invoice,N,N724970,2022-08-02,5.01,5578.54,Pending
837,213,42,Receipt,N,N388187,2023-02-04,8.29,9952.13,Pending
838,315,6,Invoice,J,J082595,2023-01-20,7.66,7300.28,Cancelled
839,290,35,Receipt,N,N293189,2021-09-22,3.27,8071.59,Processed
840,455,10,Receipt,G,G314576,2022-05-27,9.96,7688.46,Pending
841,233,3,Invoice,Q,Q004462,2023-04-09,4.22,695.77,Pending
842,412,6,Receipt,V,V928914,2021-02-13,14.82,1826.52,Cancelled
843,242,7,Invoice,M,M172136,2022-03-29,3.05,8420.75,Cancelled
844,217,10,Receipt,X,X770931,2021-01-30,4.19,5258.83,Processed
845,499,1,Invoice,X,X886161,2023-08-23,11.87,6582.9,Processed
846,504,43,Invoice,I,I585857,2021-03-26,7.41,4925.44,Processed
847,284,26,Receipt,G,G736962,2020-01-04,12.63,1802.12,Processed
848,414,36,Receipt,I,I591563,2020-10-29,10.22,4670.1,Pending
849,218,13,Invoice,W,W802147,2020-06-26,2.34,6585.59,Cancelled
850,493,38,Invoice,O,O030445,2021-10-27,8.78,7858.15,Pending
851,294,11,Receipt,C,C491838,2021-09-07,9.74,5667.19,Pending
852,343,50,Receipt,L,L903556,2020-11-13,6.59,4849.55,Pending
853,317,8,Invoice,Q,Q517112,2020-03-03,14.25,8017.88,Cancelled
854,296,41,Receipt,I,I618219,2021-11-20,8.24,6169.44,Processed
855,447,44,Invoice,O,O394608,2020-05-15,13.35,9548.8,Pending
856,439,24,Invoice,K,K054031,2020-12-13,13.42,3556.15,Pending
857,522,49,Invoice,X,X244243,2020-05-01,7.95,9522.36,Pending
858,262,24,Receipt,J,J248285,2021-09-18,8.41,9573.57,Cancelled
859,330,17,Invoice,H,H881489,2023-06-01,7.72,7619.53,Cancelled
860,203,45,Invoice,L,L727698,2020-08-10,2.56,8558.48,Pending
861,412,10,Receipt,I,I706918,2023-09-06,6.73,535.88,Processed
862,251,26,Receipt,O,O533687,2023-03-20,0.25,8672.71,Processed
863,258,13,Receipt,P,P620459,2021-09-10,3.87,3524.22,Pending
864,554,5,Invoice,M,M388528,2022-05-14,13.23,5240.43,Pending
865,443,23,Receipt,Q,Q006403,2023-11-05,3.62,358.13,Processed
866,194,40,Invoice,F,F258309,2022-11-13,7.04,6380.41,Pending
867,272,43,Invoice,P,P046406,2020-08-29,8.08,1277.91,Pending
868,532,41,Invoice,Y,Y604497,2023-11-17,12.55,6049.52,Processed
869,223,7,Invoice,Q,Q877554,2021-03-20,7.56,2754.87,Processed
870,117,26,Receipt,C,C844162,2020-03-13,2.9,1763.68,Cancelled
871,131,8,Invoice,G,G912971,2023-03-10,8.06,2498,Cancelled
872,323,39,Receipt,A,A516696,2023-04-25,3,9141.6,Processed
873,224,15,Receipt,Y,Y437423,2023-01-08,7.6,8122.84,Processed
874,191,26,Receipt,Y,Y124468,2022-05-25,11.05,4834.2,Pending
875,342,19,Invoice,L,L597343,2021-04-12,9.49,3554.01,Processed
876,321,27,Receipt,X,X828936,2020-07-11,7.94,1664.5,Processed
877,551,2,Receipt,H,H377452,2021-02-15,0.44,9034.63,Processed
878,180,41,Invoice,O,O326360,2023-02-06,7.5,8162.22,Cancelled
879,304,2,Invoice,N,N116165,2022-03-13,5.2,8428.01,Processed
880,239,36,Invoice,W,W059040,2022-03-16,3.63,5920.93,Processed
881,536,50,Receipt,O,O729320,2023-06-13,9.56,8302.79,Pending
882,406,2,Receipt,P,P722172,2021-02-13,5.16,1008.69,Cancelled
883,327,4,Receipt,A,A105089,2020-07-20,4.67,8682.52,Cancelled
884,597,13,Invoice,E,E782489,2021-05-18,6.46,640.41,Processed
885,355,38,Invoice,F,F980947,2022-10-29,3.75,8960.39,Processed
886,445,14,Receipt,M,M549564,2022-11-26,3.86,2650.12,Cancelled
887,433,20,Receipt,U,U521757,2023-02-16,5.59,2178.72,Pending
888,141,32,Receipt,G,G187404,2023-08-02,7.1,2730.91,Processed
889,261,29,Receipt,H,H238966,2022-06-23,4.24,8129.87,Processed
890,532,4,Invoice,W,W364362,2023-10-29,11.27,7691.14,Pending
891,346,47,Receipt,O,O775608,2023-09-05,9.42,4480.93,Processed
892,210,19,Receipt,F,F034947,2023-12-26,10.14,3924.27,Processed
893,207,3,Invoice,O,O313825,2022-04-12,2.35,4467.11,Processed
894,515,27,Invoice,W,W518562,2022-04-07,9.35,5446.09,Processed
895,354,45,Invoice,M,M672874,2021-01-13,2.52,1653.52,Pending
896,492,16,Invoice,W,W697657,2023-09-13,5.22,1224.77,Pending
897,178,42,Invoice,G,G955800,2020-03-12,12.28,3684.51,Cancelled
898,379,29,Invoice,E,E390068,2022-01-10,13.96,4964.73,Processed
899,408,44,Receipt,V,V078605,2022-05-16,3.63,8769.41,Cancelled
900,152,25,Invoice,U,U487322,2021-10-26,14.12,3357.95,Pending
901,343,20,Invoice,E,E162733,2020-10-08,0.54,8284.32,Cancelled
902,356,23,Receipt,X,X179500,2023-11-01,11.14,3873.49,Cancelled
903,515,50,Invoice,X,X763408,2020-11-19,4.03,5128.42,Pending
904,164,12,Invoice,O,O789985,2023-03-06,10.88,5190.82,Cancelled
905,363,33,Receipt,A,A007281,2023-09-08,8.87,9490.25,Cancelled
906,543,2,Invoice,E,E747148,2022-08-02,12.6,3344.27,Cancelled
907,355,37,Receipt,G,G792846,2021-01-19,10.02,7357.31,Cancelled
908,443,48,Invoice,H,H069882,2021-03-10,14.81,6459.55,Cancelled
909,542,29,Invoice,T,T602093,2021-01-14,2.18,2907.59,Cancelled
910,173,31,Receipt,V,V936133,2023-03-10,13.68,7679.34,Processed
911,584,26,Invoice,Q,Q319124,2021-05-28,6.97,9792.56,Processed
912,200,27,Invoice,K,K579248,2020-06-23,1.08,6823.34,Cancelled
913,275,25,Invoice,M,M065784,2023-05-10,6.07,4909.33,Cancelled
914,340,40,Invoice,Q,Q119228,2020-03-31,12.68,8084.75,Pending
915,237,26,Receipt,O,O545177,2021-07-01,6.83,6347.84,Cancelled
916,175,50,Invoice,U,U187391,2022-04-10,10.09,6036.88,Processed
917,234,45,Receipt,E,E547200,2021-09-13,4.89,9809.13,Processed
918,349,4,Receipt,L,L953032,2022-03-02,3.95,8965.31,Processed
919,288,36,Receipt,B,B073076,2021-05-19,4.9,2969.93,Cancelled
920,379,41,Receipt,J,J540049,2023-07-23,5.1,6593.06,Pending
921,551,2,Invoice,V,V216484,2023-07-14,10.03,379,Pending
922,545,11,Invoice,E,E633731,2021-10-11,14.09,9201.47,Pending
923,414,48,Receipt,P,P429735,2020-06-24,3.26,1829.86,Cancelled
924,295,4,Receipt,A,A897845,2023-08-01,4.7,5550.16,Processed
925,511,7,Invoice,R,R288940,2023-08-02,12.82,3330.83,Processed
926,306,4,Receipt,E,E210311,2020-02-15,5.87,9142.85,Pending
927,508,42,Receipt,K,K911014,2021-07-10,3.35,1002.03,Cancelled
928,581,33,Receipt,S,S493167,2021-11-09,10.53,2925.36,Cancelled
929,139,20,Receipt,P,P636428,2022-01-07,7.46,112.56,Pending
930,225,3,Invoice,W,W032796,2021-03-27,12.43,1237.87,Processed
931,223,42,Receipt,Y,Y383107,2021-12-12,11.35,1210.08,Cancelled
932,347,14,Invoice,S,S877789,2022-06-04,4.58,5396.94,Cancelled
933,248,20,Receipt,F,F567801,2023-04-03,4.34,7082.67,Cancelled
934,416,12,Invoice,H,H994248,2022-10-29,9.95,2574.1,Processed
935,138,8,Invoice,U,U446811,2023-12-24,11.37,8493.26,Pending
936,424,21,Receipt,F,F362229,2023-08-08,0.23,327.78,Processed
937,246,20,Invoice,O,O523635,2022-02-23,11.64,7278.55,Cancelled
938,171,43,Receipt,Q,Q134201,2021-11-04,6.75,3058.84,Cancelled
939,141,10,Receipt,Z,Z114571,2021-09-06,0.19,8145.94,Cancelled
940,165,4,Invoice,H,H941192,2020-02-16,10.84,7508.47,Pending
941,551,29,Receipt,P,P867336,2022-04-23,10.81,1794.39,Cancelled
942,417,32,Receipt,O,O948144,2023-05-29,10.55,4794.34,Processed
943,468,14,Invoice,H,H639917,2022-12-01,9.56,5889.52,Processed
944,455,20,Receipt,I,I109205,2023-10-29,14.68,8019.58,Processed
945,554,8,Invoice,A,A053808,2023-05-06,3.69,521.06,Processed
946,253,14,Invoice,R,R919750,2022-02-12,0.03,5687.46,Pending
947,326,34,Receipt,A,A652239,2020-12-22,0.69,9380.65,Processed
948,499,35,Receipt,Q,Q800424,2020-03-07,10.76,3100.83,Pending
949,455,32,Invoice,O,O139881,2023-03-16,5.1,8495.71,Processed
950,319,44,Invoice,Y,Y043117,2023-11-06,12.62,4067.63,Pending
951,592,21,Receipt,M,M551375,2021-08-05,11.23,1009.02,Processed
952,506,4,Receipt,T,T896314,2022-11-08,1.38,4136.54,Processed
953,304,9,Invoice,K,K647796,2020-07-23,2.98,5613.52,Cancelled
954,413,30,Receipt,C,C595795,2020-05-02,3.92,3628.8,Processed
955,226,23,Receipt,O,O722987,2023-01-31,4.82,4042.98,Pending
956,386,28,Receipt,D,D259107,2023-08-20,1.63,6678.78,Pending
957,238,42,Invoice,S,S078233,2020-02-03,6.38,3108.97,Pending
958,286,3,Invoice,Z,Z151664,2022-08-20,1.11,6961.66,Pending
959,436,8,Invoice,M,M782473,2020-08-24,10.46,7355.96,Pending
960,171,48,Receipt,N,N007568,2022-04-09,6.5,7607.33,Pending
961,589,29,Invoice,M,M782930,2021-10-03,1.02,9934.56,Cancelled
962,463,34,Receipt,Q,Q326006,2022-02-22,3.47,6082.59,Processed
963,337,38,Invoice,E,E877013,2020-09-28,11.4,5022.31,Pending
964,400,2,Receipt,P,P656987,2021-06-03,4.62,268.88,Cancelled
965,322,44,Receipt,K,K005671,2023-08-27,11.37,6695.98,Pending
966,351,7,Invoice,N,N168588,2023-11-13,3.45,380.31,Pending
967,156,9,Invoice,I,I635520,2022-12-11,10.47,8753.55,Processed
968,287,37,Receipt,Z,Z681244,2020-11-01,4.24,662.64,Cancelled
969,247,26,Invoice,E,E087831,2021-12-07,8.51,317.96,Cancelled
970,122,15,Receipt,G,G479216,2020-09-21,4.29,2979.65,Cancelled
971,529,42,Receipt,E,E572738,2022-08-30,4.62,4998.75,Cancelled
972,115,21,Invoice,H,H855452,2022-08-17,11.49,6963.29,Processed
973,571,38,Receipt,Q,Q279843,2021-03-11,4.91,4347.19,Pending
974,524,5,Invoice,P,P654119,2022-10-30,1.33,7486.64,Pending
975,154,40,Invoice,G,G542534,2022-08-24,8.91,520.45,Processed
976,336,37,Receipt,U,U266499,2021-06-13,12.2,4226.19,Cancelled
977,491,23,Receipt,X,X516159,2020-11-03,8.28,8290.64,Processed
978,485,43,Receipt,Z,Z145623,2023-02-13,0.09,3467.81,Processed
979,578,32,Receipt,D,D030814,2021-06-03,13.9,9014.4,Pending
980,525,14,Receipt,Q,Q058645,2020-03-16,14.62,3186.51,Cancelled
981,355,28,Invoice,V,V683686,2023-05-15,8.56,5029.07,Processed
982,438,3,Receipt,U,U110480,2022-11-30,13.58,5614.56,Pending
983,141,10,Receipt,W,W103026,2020-09-28,9.73,871.43,Cancelled
984,153,49,Receipt,G,G721614,2021-09-07,7.19,4027.05,Processed
985,135,14,Receipt,B,B746412,2022-10-12,6.6,8845.5,Pending
986,337,41,Receipt,H,H994611,2022-03-25,8.85,2251,Cancelled
987,570,41,Receipt,Z,Z041676,2023-12-25,3.27,9826.08,Processed
988,373,33,Invoice,T,T240495,2020-03-28,1.95,8506.9,Cancelled
989,125,45,Invoice,H,H532366,2020-06-02,5.45,3160.42,Processed
990,152,17,Invoice,A,A085656,2023-07-03,8.39,9298.15,Cancelled
991,259,34,Receipt,X,X330821,2021-09-20,6.15,4865.46,Cancelled
992,533,41,Receipt,L,L915977,2021-04-09,9.01,7978.88,Cancelled
993,334,36,Invoice,W,W101801,2020-09-07,9.49,6609.22,Pending
994,481,34,Receipt,F,F993162,2022-10-01,7.19,9495.72,Cancelled
995,556,5,Invoice,T,T780186,2021-12-25,8.33,5724.4,Cancelled
996,558,26,Receipt,A,A459952,2022-02-24,2.25,8675.19,Processed
997,523,10,Receipt,H,H020024,2020-06-18,0.22,699.73,Processed
998,306,46,Receipt,Q,Q317742,2022-01-12,6.94,2390.01,Processed
999,435,50,Invoice,W,W581306,2020-04-06,3.67,3560.54,Cancelled
1000,176,35,Invoice,L,L931464,2023-04-17,3.51,4914.96,Processed
1001,427,33,Invoice,G,G991249,2020-08-29,3.33,6460.65,Processed
1002,567,47,Invoice,F,F482969,2020-12-18,6.19,5714.17,Cancelled
1003,455,2,Invoice,U,U049801,2020-01-14,11.23,5576.6,Processed
1004,264,21,Receipt,U,U781829,2021-07-30,10.98,4194.3,Processed
1005,398,2,Invoice,Z,Z887893,2021-12-21,0.68,6435.98,Processed
1006,314,26,Invoice,W,W303357,2021-05-28,1.67,3649.8,Cancelled
1007,226,14,Invoice,O,O092834,2023-07-25,7.38,517,Cancelled
1008,340,27,Receipt,T,T250956,2021-04-30,5.83,7598.11,Processed
1009,562,44,Invoice,R,R051430,2023-05-03,0.22,3638.73,Pending
1010,374,32,Receipt,N,N832353,2020-08-24,4.85,8738.84,Cancelled
1011,343,40,Receipt,B,B477647,2022-08-02,2.9,5178.24,Cancelled
1012,374,43,Invoice,Y,Y608500,2022-07-20,4.53,6169.56,Cancelled
1013,254,47,Invoice,H,H280430,2023-01-06,6.19,7379.66,Cancelled
1014,339,11,Invoice,E,E786852,2020-12-13,9.08,2048.16,Cancelled
1015,211,1,Receipt,G,G163253,2023-08-17,1.5,5393.53,Cancelled
1016,415,45,Receipt,T,T000397,2023-06-02,8.25,2175.66,Pending
1017,433,4,Invoice,K,K726165,2023-12-24,6.91,8704.96,Processed
1018,454,8,Invoice,Z,Z277226,2023-12-29,3.44,6927.69,Cancelled
1019,305,32,Invoice,N,N732055,2022-11-10,14.86,4423.44,Processed
1020,356,28,Invoice,G,G991188,2022-11-12,10.19,209.5,Cancelled
1021,325,48,Receipt,B,B106687,2021-05-12,0.14,1670.77,Processed
1022,330,50,Invoice,F,F791713,2021-03-23,13.22,8445.54,Cancelled
1023,261,45,Receipt,B,B973981,2023-06-14,6.68,3978.63,Processed
1024,460,44,Receipt,H,H421576,2020-08-01,13.78,5215.88,Cancelled
1025,539,21,Receipt,L,L219748,2021-10-29,7.11,6120.64,Pending
1026,476,16,Receipt,Z,Z344829,2021-07-23,5.38,3390.1,Pending
1027,270,17,Receipt,R,R479772,2022-08-23,11.42,637.18,Cancelled
1028,583,41,Invoice,L,L077866,2022-07-31,4.22,775.51,Processed
1029,275,31,Invoice,R,R212951,2022-05-12,7.91,3423.33,Cancelled
1030,366,40,Receipt,Z,Z883151,2020-08-26,6.25,1338.98,Processed
1031,534,17,Invoice,C,C739284,2023-09-07,8.31,9479.99,Pending
1032,338,47,Receipt,K,K909869,2023-05-15,6.55,8620.2,Pending
1033,236,3,Invoice,O,O651887,2022-07-11,2.17,8009.48,Processed
1034,181,21,Receipt,L,L586080,2021-02-19,11.78,6260.16,Processed
1035,449,19,Receipt,U,U133312,2022-11-18,5.04,6884.67,Processed
1036,451,34,Invoice,Y,Y080509,2022-05-06,8.97,8137.33,Cancelled
1037,549,1,Receipt,Z,Z875737,2022-01-18,4.77,3720.48,Processed
1038,598,16,Receipt,H,H305660,2023-01-20,10.51,7887.68,Processed
1039,119,46,Receipt,X,X026452,2023-03-04,0.57,9370.35,Processed
1040,427,14,Invoice,H,H153460,2020-12-10,2.87,2651.62,Processed
1041,160,27,Receipt,D,D856606,2021-12-29,9.97,1309.68,Pending
1042,310,19,Receipt,R,R288526,2023-10-11,13.12,1770.2,Cancelled
1043,329,5,Invoice,B,B117431,2023-08-17,4.14,2541.83,Processed
1044,303,13,Receipt,R,R784169,2020-06-14,4,3220.23,Processed
1045,221,49,Invoice,W,W160209,2021-12-07,0.26,6443.08,Processed
1046,556,23,Invoice,N,N260572,2023-06-21,11.49,7809.64,Pending
1047,354,18,Receipt,I,I996194,2022-04-02,2.16,1763.08,Cancelled
1048,309,49,Invoice,W,W536064,2022-04-01,9.74,3111.11,Processed
1049,300,50,Invoice,R,R007809,2021-01-29,14.47,7427.4,Processed
1050,592,12,Invoice,K,K812107,2020-01-05,6.72,7332.56,Pending
1051,346,7,Invoice,K,K220917,2021-11-30,14.19,7524.33,Cancelled
1052,176,6,Invoice,W,W717848,2022-08-28,8.85,8111.77,Pending
1053,449,37,Receipt,U,U073822,2023-01-13,9.87,3290.85,Pending
1054,566,48,Receipt,V,V496694,2022-09-15,7.56,3711.59,Processed
1055,474,50,Receipt,W,W196015,2021-10-31,6.2,9311.17,Pending
1056,465,38,Receipt,L,L894608,2020-12-06,5.94,7511.79,Processed
1057,531,46,Receipt,P,P293487,2023-06-25,3.73,907.37,Processed
1058,226,26,Receipt,E,E164817,2023-03-07,12.5,6505.05,Pending
1059,579,11,Invoice,L,L303652,2020-04-10,2.27,9489.09,Processed
1060,597,3,Receipt,S,S914001,2022-09-23,3.05,939.39,Cancelled
1061,300,23,Invoice,R,R937179,2021-03-29,0.24,1924.34,Pending
1062,214,35,Receipt,U,U595112,2022-07-08,4.71,306.97,Pending
1063,447,17,Receipt,K,K675312,2023-06-13,10.41,4666.17,Cancelled
1064,535,10,Invoice,O,O467913,2023-12-13,2.12,6344.49,Cancelled
1065,327,25,Invoice,N,N102554,2022-06-01,14.48,9145.13,Pending
1066,565,23,Invoice,Q,Q832294,2020-12-29,0.43,6058.09,Pending
1067,215,26,Invoice,N,N410901,2023-12-26,3.41,8476.24,Pending
1068,199,7,Receipt,N,N988179,2020-03-09,3.4,8581.41,Cancelled
1069,494,33,Invoice,T,T189389,2021-10-23,9.19,4969.73,Processed
1070,583,30,Receipt,Y,Y792146,2021-11-30,8.13,6576.96,Cancelled
1071,473,8,Invoice,S,S391880,2022-01-07,11.78,4628.35,Pending
1072,135,39,Invoice,F,F513928,2021-03-27,13.45,5224.34,Processed
1073,593,4,Receipt,Y,Y361765,2022-11-27,12.29,2917.19,Processed
1074,276,1,Invoice,P,P747516,2021-04-15,4.29,8101.91,Pending
1075,460,48,Receipt,U,U770352,2021-08-27,7.43,3841.34,Pending
1076,558,44,Invoice,U,U241343,2021-12-01,10.95,3707.24,Cancelled
1077,364,35,Invoice,K,K855781,2023-10-04,10.93,351.42,Cancelled
1078,483,17,Invoice,E,E773329,2022-07-19,9.57,5811.14,Processed
1079,443,4,Invoice,U,U589072,2022-02-07,1.79,9639.56,Pending
1080,304,19,Receipt,G,G615775,2020-11-04,6.57,465.38,Processed
1081,411,44,Receipt,K,K073891,2023-08-28,1.47,2918.71,Processed
1082,186,7,Invoice,N,N861494,2021-06-04,8.66,2532.7,Processed
1083,331,10,Invoice,F,F857722,2023-07-11,8.88,3614.22,Pending
1084,491,13,Invoice,R,R015275,2021-05-18,0.48,2890.7,Pending
1085,273,14,Receipt,K,K017181,2021-01-14,7.66,8456.57,Cancelled
1086,591,48,Receipt,B,B442560,2023-04-17,9.7,900.19,Processed
1087,339,45,Invoice,M,M900374,2023-12-07,10.82,5134.6,Pending
1088,523,27,Invoice,L,L218016,2022-12-27,14.27,1506.75,Cancelled
1089,309,26,Invoice,V,V886348,2023-01-28,4.77,2274.76,Processed
1090,574,44,Receipt,B,B582133,2021-04-23,3.24,1831.88,Processed
1091,266,26,Receipt,K,K600859,2023-07-12,11.57,3311.01,Processed
1092,323,4,Receipt,R,R302274,2021-10-08,5.32,6203.24,Cancelled
1093,551,44,Invoice,N,N273127,2020-10-24,10.32,3603.13,Cancelled
1094,336,44,Invoice,W,W627094,2023-12-04,13.4,2640.33,Cancelled
1095,371,33,Receipt,M,M507183,2023-12-12,10.71,8161.89,Cancelled
1096,287,28,Invoice,Z,Z915191,2020-03-17,8.29,7156.76,Processed
1097,588,35,Receipt,Y,Y830333,2020-05-16,10.87,5639.11,Cancelled
1098,279,42,Invoice,M,M861653,2020-10-31,12.57,1942.23,Processed
1099,303,36,Invoice,K,K430189,2023-05-03,5.54,3555.21,Pending
1100,474,43,Invoice,O,O226397,2021-11-28,13.47,9073.18,Cancelled
1101,152,40,Invoice,N,N991533,2023-11-06,3.17,9175.28,Pending
1102,410,33,Receipt,N,N333649,2023-05-31,0.01,288.05,Cancelled
1103,241,38,Receipt,R,R251406,2020-03-01,0.22,1564.73,Processed
1104,554,30,Receipt,N,N942648,2022-04-19,12.94,509.19,Pending
1105,447,50,Receipt,P,P536417,2020-08-20,5.94,2606.4,Cancelled
1106,364,25,Invoice,L,L529082,2022-12-12,10.84,2822.18,Cancelled
1107,119,13,Receipt,V,V820293,2023-07-26,6.54,2193.23,Pending
1108,538,5,Invoice,Z,Z593737,2020-03-10,10.87,9768.13,Processed
1109,327,34,Receipt,L,L674500,2022-06-24,2.09,5543.48,Cancelled
1110,514,20,Receipt,F,F057504,2020-02-03,5.67,5781.02,Pending
1111,213,11,Invoice,P,P563027,2021-01-14,6.47,8201.17,Cancelled
1112,460,26,Receipt,D,D017148,2021-06-24,6.65,3870.43,Cancelled
